latitude,lontitude,Workload,Latency,Max_Distance,Capacity,user id
31.047975,121.785062,6,0.01584,4.752,,b1dd10e3128cc2f52597c1c851c7247a
31.047975,121.785062,6,0.02924,8.772,,591e4bd99600200db2ef87071155458a
31.032045,121.783775,7,0.02826,8.478,,141971f5895cd3dc5d6fe468e861209e
31.189335,121.781953,3,0.01365,4.095,,37d1286d45b2d5aeddeed41d6ff283d4
31.13623,121.77848,5,0.0166,4.98,,e0084495627a036c928633cf84eb625d
31.069676,121.773361,4,0.0226,6.78,,96f9aa4369da3beb3c676115b1c3b709
31.162714,121.772242,5,0.01485,4.455,,57a8c20fcbbda9cd8d8235a10cabd44d
31.155384,121.771585,5,0.01865,5.595,,9eb04cb7be5568a827ba7d0a9198254d
31.155384,121.771585,4,0.0138,4.14,,2815a3a47e75056cad8d7b2487144396
31.155384,121.771585,3,0.02173,6.519,,6725c2ed8d31fb491e241aec82ca23b0
31.155384,121.771585,7,0.02649,7.947,,b76c67acb1f1c838885afc5348b69331
31.058917,121.770251,9,0.02199,6.597,,feb159977111582c1cd528b3594223df
31.055129,121.770244,6,0.0261,7.83,,9b2cba458c577e4c81d36f31c487a8d0
31.055129,121.770244,3,0.01556,4.668,,dc996891fb7e288da043310003ef9b07
31.055129,121.770244,1,0.01496,4.488,,9384ef759ad050cc49d653df9eb07a3f
31.055129,121.770244,6,0.02257,6.771,,faa5590dc7316c71129f30bceaa7973b
31.050344,121.770082,6,0.01997,5.991,,a0ea79a1e38c4373393ee96c50fa41d3
31.050344,121.770082,9,0.01758,5.274,,91ea4834e22112aac5af6d19dfa5ed65
31.051898,121.769904,6,0.01251,3.753,,3f306141694a092abbf8e2595e08ed69
31.051898,121.769904,3,0.02561,7.683,,1522dae28f177151fd271a7e9a611dea
31.051898,121.769904,1,0.02117,6.351,,56c8093ee89a58d1dcc9ce2aab553d5c
31.051898,121.769904,6,0.02617,7.851,,fa7fe2689faf27cebd444f929d1fee9a
31.051898,121.769904,5,0.02436,7.308,,4557ca685f3f2e31df8dc9c30c286a8a
31.051898,121.769904,8,0.01309,3.927,,af1ac6b945992a0d5d14d4c45ce1a28c
31.051898,121.769904,2,0.02133,6.399,,2d2b5cd5fdb8ca4b9ac036ee3f105252
31.051898,121.769904,5,0.01047,3.141,,7540d7ca5ad79baa39edabed22dc5441
31.051898,121.769904,7,0.02266,6.798,,9b87ff8a9eefab5c3d9565920136df98
31.051898,121.769904,6,0.02128,6.384,,2432c3b7c8d3c0ea31e95bcc59759ee6
31.051898,121.769904,8,0.02034,6.102,,793e44822613d9901638f5029d9eda61
31.051898,121.769904,1,0.0211,6.33,,de8fd834639b48b2c1eb030c2c1c5f97
31.051898,121.769904,1,0.01055,3.165,,7d3b225c4b7e3886460fe7782d111d9f
31.051898,121.769904,2,0.02434,7.302,,d5cdc62d4029cd5b4abe9d92d88c399b
31.051898,121.769904,3,0.02401,7.203,,2e7e05d86b536a25fc8dc9128e387427
31.16872,121.768142,5,0.02075,6.225,,46c32b3b90b0c7750507bccb49804535
31.108567,121.766873,9,0.01434,4.302,,115f965dbcc3eb6814363e04c4b686de
31.108567,121.766873,9,0.02555,7.665,,5419e4594a26eb97ed9f22ed30305f9b
31.108567,121.766873,3,0.02988,8.964,,8da34095d6277456f4bc4b1f08e076c4
31.108567,121.766873,3,0.01005,3.015,,0ec21954ea50d9d762baf460c8ef59a8
31.108567,121.766873,9,0.01157,3.471,,a72a7b485c91d923b822db7727058e55
31.108567,121.766873,2,0.01387,4.161,,efc12dfa6c647d76d2ab82a46646491c
31.108567,121.766873,9,0.01174,3.522,,6e8a18bf4ae36d16c30dfc8f3833751d
31.046945,121.764826,4,0.02376,7.128,,31ac20ca32317c4ce049fcfa657bbf8e
31.046945,121.764826,4,0.01489,4.467,,dc637dd9ff316a11fa0c7f1533025ca8
31.046945,121.764826,8,0.02764,8.292,,4fb20760f68df4098fa7f6438d8724d5
31.046945,121.764826,6,0.02277,6.831,,89cac4c28f45f573d71a59337f51c87d
31.046945,121.764826,1,0.01415,4.245,,cbcb33caca3fe8fd7e4f83676f0d6cf4
30.915722,121.763195,9,0.02102,6.306,,b180a3f3fc51b436d009d5714bac8b3c
30.915722,121.763195,9,0.02655,7.965,,346b2cc048711772c0f088d1faaba64b
30.915722,121.763195,1,0.01889,5.667,,4c73786fcb4622d33c781835cc263bf3
30.915722,121.763195,5,0.02721,8.163,,7e39d8673a04d6c7b5e607e2bfe45869
31.067235,121.762108,1,0.02431,7.293,,599f1ec4a67a463e8b981c612b7f3bda
31.052639,121.761696,6,0.01393,4.179,,350ce936360a243337ec71b9eacd8b20
31.052639,121.761696,4,0.02316,6.948,,d57e1428b14fce50478c402cbd2ed452
31.052639,121.761696,8,0.02181,6.543,,01d1ec7ca42bd3c1cf73ca14b8359cee
31.052639,121.761696,3,0.01715,5.145,,85ec6a23b39ea19cec4445a5e6db2e29
31.142588,121.756503,3,0.01888,5.664,,b1ce6f27c4f9aab987f2e345a0232aa8
31.17939,121.754087,3,0.02065,6.195,,bac7024ca625fb8a42dee3aa3e3025f7
31.17939,121.754087,3,0.02284,6.852,,88f833182e60096851f2f2283ea7f0d9
31.209182,121.752433,9,0.01494,4.482,,55a92f69286628555bc3cfba9badf0db
30.976182,121.750557,1,0.01933,5.799,,38cbe24d8977428e9a00a61042e840cd
30.976182,121.750557,3,0.01288,3.864,,a43cf94fab31f701f4c45974cfe2b1a3
30.976182,121.750557,4,0.02942,8.826,,0b439d97bd0d7ed315d29405deb0f742
31.180753,121.749174,9,0.01759,5.277,,a9599d71a12066342747244c0f8593c2
31.180753,121.749174,7,0.01257,3.771,,922b4e451e6013fb9c3ff46a006f0675
31.180753,121.749174,1,0.02198,6.594,,5c307b76ec7a3b3da38d37f58fa9a4da
30.977355,121.74808,1,0.02434,7.302,,03e6c209fef5b84a72fa63408c7aa550
31.234545,121.743402,3,0.01957,5.871,,ea0e06f70d4590262954562d01192d14
31.04139,121.741651,8,0.01178,3.534,,ce95852dd1e706dc3c16d076e2b685af
31.04139,121.741651,1,0.01339,4.017,,1c24c67899c4b1f03ed43bc291f828ee
31.04139,121.741651,4,0.01386,4.158,,f08b913dce1c481be8c85772720aa8a0
30.891482,121.739107,5,0.02139,6.417,,4c7d5d753a40f763c403aa91fbadb622
30.891482,121.739107,9,0.02495,7.485,,d2eaa05d0612ba84809be7ce53b11041
30.983966,121.737727,4,0.02305,6.915,,6763b9c16a3ff958d3140dfdb3ddfccf
30.983966,121.737727,3,0.02747,8.241,,e646f8c935222ff7abf3f0f80705c909
30.935314,121.733322,6,0.02085,6.255,,b2dc705362569a9905254d4d3d50d3a1
30.935314,121.733322,1,0.01964,5.892,,bb44b0a2fa27afc53c4de54e19c9086b
30.935314,121.733322,9,0.0183,5.49,,087bd62a377feb26dbe0d98bb1a39285
30.935314,121.733322,7,0.02498,7.494,,396574acc48e48cc2377260aed54bc91
30.935314,121.733322,9,0.02553,7.659,,45297c2442d90ed8b4cdfea49586c90b
30.955208,121.732358,5,0.02214,6.642,,3caea68ed3698376dc8e4c768f1f91f9
30.955208,121.732358,7,0.01432,4.296,,2eb1ad4eaa62dfb3d5c4ee94a55d6562
31.221001,121.731159,5,0.018,5.4,,815b5b46f3699f08b73f0c9cd34c9c9f
31.221001,121.731159,6,0.0247,7.41,,da5226dbcbdd3d6e13248143db9a362e
31.221001,121.731159,5,0.01844,5.532,,464d6d4306828a2a15bf4fde542560fa
31.221001,121.731159,4,0.02075,6.225,,d3aa52e84b2cb8fc0d7d901961055460
31.221001,121.731159,1,0.01805,5.415,,9b3e575d3b4a73c44e8d9b95a3b69e6b
31.242627,121.730079,6,0.01983,5.949,,448c9405bb4f44b1ea692de2cc4400b4
31.242627,121.730079,7,0.01022,3.066,,a1745a98ed10b865d826f0f3e9218df0
31.242627,121.730079,1,0.02477,7.431,,aefc71bf473e3657a4466558ddd6c7c3
30.945306,121.729327,2,0.02136,6.408,,1475a52278512e45717010059d033cda
31.149677,121.729053,3,0.01453,4.359,,6ba891c5aeb8921ba9cda4e75d1deee7
31.149677,121.729053,7,0.02131,6.393,,748909506846d4efe472c84488f039e0
31.149677,121.729053,1,0.01381,4.143,,83be05a3dc340771e0489714bccbeac9
31.149677,121.729053,1,0.02771,8.313,,4abcaddda743fefbac7c16a2961ff342
31.149677,121.729053,9,0.01679,5.037,,ac927c2e8eaf0d18a54e29b1bb36daf9
31.150797,121.728702,7,0.01838,5.514,,c8853eb45a0b85d8c9eeda250d33b3da
31.244559,121.724977,8,0.02784,8.352,,ca8484c8755a16bb5a67f32dfa7fe244
31.244559,121.724977,9,0.01725,5.175,,b1dca993f77f25e00c386a7c4acbc5a7
31.244559,121.724977,2,0.01032,3.096,,ce16b6dc1f26950e806e082363ef1030
31.08906,121.722984,7,0.02207,6.621,,a6dd0414f03ac476a9ecddb9e7b207e4
31.08906,121.722984,4,0.0223,6.69,,4490f855fad18c21b136165f0b90f1c2
31.08906,121.722984,3,0.01669,5.007,,9f04e0ccbf555a58b762f390ce3c6679
31.08906,121.722984,5,0.02587,7.761,,dedf929b9c2c8cfc821161e2a08a5a61
31.161027,121.722478,5,0.01853,5.559,,2fd0304885d5b4b1e7a1cc47ca5ff790
31.161027,121.722478,3,0.02798,8.394,,8518c11f99c1173e89119a14aacd512c
31.056596,121.721736,1,0.01288,3.864,,78c9c96b8cf0ce57dc33a5a7b3e9e9eb
31.042056,121.720903,4,0.02295,6.885,,7077c69e8736f0a768512d65b49327b3
31.042056,121.720903,8,0.01361,4.083,,691f00103dc20f717254006ce7a99817
31.042056,121.720903,4,0.0269,8.07,,35ea87c67483c8ca6e4c7c4ffb4de77b
31.042056,121.720903,7,0.01193,3.579,,9f63039eb80589ba1096734418891b1a
31.069946,121.719641,8,0.02978,8.934,,6b844959147f9e6741f9989dffe7270f
31.069946,121.719641,8,0.02015,6.045,,64b06dea5d65cfdf745d87e5c558c5df
31.069946,121.719641,6,0.01054,3.162,,5ade3a9c32b62bcd4a55b94ad80858ed
31.069946,121.719641,8,0.01869,5.607,,f2f4b7a8ef30118be14cc621357c7d1e
31.171916,121.718029,4,0.01843,5.529,,c96d389377194354d7fc30ec8e250b06
31.171916,121.718029,3,0.02355,7.065,,e319103a8ded7ec8f6542db9bf57ab5e
31.12408,121.716759,8,0.01075,3.225,,7f57b933faec50502c2b532a19e2c424
31.12408,121.716759,5,0.01224,3.672,,7bcb71272ae8713e869c7a049e966ab3
31.12408,121.716759,2,0.01088,3.264,,2362994269409f3fc10f6d05f0bdbc0d
30.932543,121.716591,6,0.02512,7.536,,7d438887db816b7a57212a413496094a
31.264503,121.715846,8,0.01353,4.059,,6cc5685fd3f354dc5f4cb6c55ac5e3b5
31.017385,121.715431,4,0.02271,6.813,,76c93cefd55c1f8f1d484a70290900fc
31.017385,121.715431,2,0.0134,4.02,,c2efa57797fd9c393dbab49a4ed477ee
31.017385,121.715431,9,0.024,7.2,,5e6b81986e28cd1208e40d6d162a6095
31.017385,121.715431,3,0.0197,5.91,,4ddb7b062e7a4cafc78f631d82e06ab9
31.074814,121.713455,6,0.01744,5.232,,59e88868e48d084c2410dda49eca27f3
31.202912,121.712449,9,0.01867,5.601,,1345b33eb28d8248ee74c4ad54e3b5e3
31.202912,121.712449,7,0.02719,8.157,,6eebd4e55f996ec6cf999dc81288465e
31.202912,121.712449,1,0.01642,4.926,,9e0e9276bc733cd011d6abedd6913399
31.278892,121.710661,4,0.01706,5.118,,1cd2e67262e4c5268b8d280b01c04843
31.201279,121.709485,7,0.02029,6.087,,25a580e956e0f68ba32872014744ff75
31.201279,121.709485,7,0.01431,4.293,,e1087abd6c219662696bc2879ce8a99b
31.201279,121.709485,3,0.02796,8.388,,34d0fd61956bd0a03ff357b8af76e749
31.201279,121.709485,2,0.02277,6.831,,d37ee4d5389ee46740ef72d7d1f7575d
31.201279,121.709485,1,0.01321,3.963,,8d0308f21c77734991f19e56229fe3e1
31.201279,121.709485,3,0.0232,6.96,,4fe58225a659c3b1c4bf7498877c6b54
31.201279,121.709485,5,0.02844,8.532,,c3bfbb926597e8491f386de34b054c59
31.201279,121.709485,7,0.02361,7.083,,6fdbff07eef1a557c05d7f3a207b784a
31.201279,121.709485,6,0.0128,3.84,,11fb14b224327e88e340537d9a369e6f
31.201279,121.709485,5,0.02273,6.819,,274355180e955586ef7ff4a4c516b718
31.201279,121.709485,4,0.01141,3.423,,66192e173ccefa41c7e2156645e16573
31.201279,121.709485,1,0.01843,5.529,,3a16b5f70923ad0105ced250cd66ff7a
31.201279,121.709485,1,0.02672,8.016,,320b83d040c493fab589c6fc78b7ee71
31.201279,121.709485,3,0.0228,6.84,,39f44f9c180f450d22c996ee19089f52
30.978325,121.70767,5,0.01507,4.521,,8009774d7d77ccec9f9ea7de8727a458
31.209479,121.702069,7,0.0111,3.33,,dc0e5b9fa22ed64fcbb5a52466dc1247
31.209479,121.702069,3,0.02729,8.187,,b425bf566bb1e784154fd239eea4a7ef
31.209479,121.702069,1,0.02667,8.001,,f7b47bec484c57220292f59b0424191f
31.207348,121.70185,5,0.02995,8.985,,e56a57f1bb18022e09985cc2a84c0b08
31.207348,121.70185,2,0.018,5.4,,a7dd45b61f7b54c319e8a9cb0365f86f
31.206573,121.701043,9,0.01214,3.642,,21cfa3d3e23e7e1fff189518ff27d941
31.191674,121.699103,9,0.01092,3.276,,d3fbcc560945b9b843a7f688f9d6d74f
31.191674,121.699103,2,0.01556,4.668,,8c26116d7b3a1ea3bc6c8e3466068e59
31.191674,121.699103,8,0.01544,4.632,,394e54484a717ef4df9651f632aa81c2
31.191674,121.699103,3,0.02387,7.161,,0c09afa4d90a1f98d0e8c48bb895da85
31.191674,121.699103,1,0.02904,8.712,,114f0c3aa501ecc172b0d744a2e8e6de
31.191674,121.699103,8,0.01137,3.411,,d874a4ced87ddff98636e42334687da7
31.191674,121.699103,8,0.01871,5.613,,565e7a5ab81b8ff0dd3cc0de1172ab9b
31.191674,121.699103,9,0.02327,6.981,,3a8c7236d0ef0fc37c9d8bb94417d649
31.191674,121.699103,6,0.01504,4.512,,9ee1b469493f42e06a5b42b39c5978eb
31.191674,121.699103,6,0.02595,7.785,,90ff4ffb9a44a57f9972db4a51f82152
31.191674,121.699103,1,0.01259,3.777,,b201682aa009afb7431d42623bc7f9db
31.191674,121.699103,7,0.02396,7.188,,8cc9f6c6d24ff7483b123b1393babf85
31.191674,121.699103,4,0.01973,5.919,,291d041ce52f48b0f17fab01d5b9b9a3
31.191674,121.699103,7,0.0224,6.72,,d7d87e07fb998e5715fe656f1283e729
31.191674,121.699103,6,0.0222,6.66,,4cc380456806fe3c86c0c9a001c22a89
30.89577,121.697282,6,0.0273,8.19,,d7ca93136789933b02b124d43c38b1a6
31.237944,121.693732,1,0.02442,7.326,,2a993dc8d800eee64432646ef6953162
31.237944,121.693732,9,0.01938,5.814,,67ccad88f2089d64a01be1c7e620c97f
31.204349,121.693531,6,0.02211,6.633,,3f3dc528c79e7217156eb6e7b8ae24ca
31.204349,121.693531,4,0.02202,6.606,,3f56dd47ab75cb3349e17e16ef361663
30.932475,121.692651,4,0.02411,7.233,,9edb67347ca5e522c59a538321860672
30.932475,121.692651,1,0.02959,8.877,,e268fb983c4d08b7a1b258ee1a6ffccc
31.268894,121.692432,7,0.01642,4.926,,f5bc452a46b997ba9732e34b71cc38fe
31.181381,121.688934,8,0.02643,7.929,,68aa6eaf9957c0c02e3aaaa04c8b05b4
31.242039,121.687875,3,0.02982,8.946,,a754b524a409affcd76dc620c9c23ddc
31.221876,121.687381,1,0.02119,6.357,,86c2326f968ffa25720524f4283078c8
31.221876,121.687381,6,0.02286,6.858,,eeb49ef16ffb22a67c6fbc33bb485f2a
31.037068,121.686977,3,0.01538,4.614,,593022abc5c5d3a95380cb108da2e231
31.037068,121.686977,3,0.01184,3.552,,639d00df5b56273aba7087f438b3860a
30.926464,121.682732,7,0.01865,5.595,,d73abc5b9d212192132bb6c7b786011f
31.192915,121.682688,3,0.01002,3.006,,1668694956e91b0173b0ac47c3cb6828
31.192915,121.682688,5,0.01035,3.105,,c2f4de2af4001cfc5633d8a8b878d9d9
31.192915,121.682688,5,0.01842,5.526,,f8814578d1153de5639e45aac125483e
31.192915,121.682688,2,0.02493,7.479,,f2e4305c1df6abbc2aae25b1354c0dbc
31.273451,121.681542,2,0.02453,7.359,,7c7112d81169e03f97bbee952ed184a0
31.273451,121.681542,6,0.01307,3.921,,b3334943ce67858ef5f6d3d5ce2121be
31.273451,121.681542,9,0.02252,6.756,,26a5430bd567b291cfcf7534153940ee
31.273451,121.681542,1,0.01018,3.054,,37b93c126ddc82edac5e7dae3445668f
31.273451,121.681542,2,0.01396,4.188,,9926ed622b4397bf997eaecce25a9caa
31.273451,121.681542,9,0.01815,5.445,,8cdc5e1a91ee3720e18ff4a366b0ee4d
31.273451,121.681542,5,0.02758,8.274,,27654223bdaf0a13bfce94bebcd3a933
31.116535,121.678055,7,0.02002,6.006,,96f5b5784fe603b6afd0cbd12487560f
31.139721,121.673912,7,0.02813,8.439,,2d7ca114ca7f1654ee3cbf66d3ac774e
31.299376,121.670896,3,0.02918,8.754,,c66aceeee276030a094ac704c85729ec
31.233761,121.670586,6,0.01266,3.798,,31792d920d5c1bc4f0ec597b4dd5b8c1
31.233761,121.670586,3,0.02882,8.646,,f4b71848b40e661e143b956141fa4202
31.233761,121.670586,2,0.02464,7.392,,506e9035c37d31ee36b6a65c1d652b5a
31.302,121.670498,8,0.01225,3.675,,b376aa080dc343d037ac1cbe33280498
31.167947,121.670231,7,0.02618,7.854,,01eec634cb575897a18f5d92b03eb8c5
31.167947,121.670231,3,0.01356,4.068,,aceb430e848b979ba596c5b20701e694
31.29992,121.669771,8,0.02298,6.894,,6c37d23d96b39cd41ebb244854339cc2
31.29992,121.669771,2,0.01819,5.457,,6816f96cb239a96457a4ab7c99ad161f
31.29992,121.669771,6,0.01919,5.757,,66d39ba5baf1f6389a70bdca23e14d30
31.29992,121.669771,7,0.0134,4.02,,b02d3c06ea2838777fcc347001a3751d
31.2077,121.669382,1,0.02692,8.076,,a16eb28fccb8efecef84c07ec4f5c7f2
31.2077,121.669382,9,0.02313,6.939,,46ae221c7448ce52cb6fb6be402d9341
31.2077,121.669382,1,0.02961,8.883,,f8079f93857c480cdbbe74d72aa9f09f
31.2077,121.669382,9,0.0125,3.75,,f8c1eef9b9bfc97cef5c30bb9ea14103
31.201237,121.669336,5,0.01598,4.794,,b13685fdc52f083e9c5817ae1afde6a7
31.201237,121.669336,9,0.02771,8.313,,ab1a51801f483aaa38ecf12236405550
31.201237,121.669336,6,0.02855,8.565,,db1f9d5866dfe9b39bd328eba5176fea
31.201237,121.669336,2,0.02429,7.287,,e74dfc96357f97f19defeb88c9753ced
31.283201,121.665402,2,0.01708,5.124,,1aa58122fb824d2b6001fd2aeae5aa49
31.283201,121.665402,4,0.01453,4.359,,485faf8b31aaafd763a767e13fe8f903
30.9152,121.664095,3,0.01121,3.363,,b0b105171d1a730d904ce73f83c5e772
30.9152,121.664095,4,0.02607,7.821,,f8ce9f88c82c3e70824e996daad5726f
30.9152,121.664095,3,0.028,8.4,,e64d3de8b7ace3dd91a63baf925afb98
31.100034,121.663489,4,0.02021,6.063,,4122f513a8a270c1425ce0152393ee37
30.865062,121.662776,2,0.02552,7.656,,cf97b911abe51e190b795bbf8309a461
30.865062,121.662776,7,0.01622,4.866,,c83cef9da78dfe381673a2caea81813b
30.865062,121.662776,6,0.01429,4.287,,eb5c4619d90e30c0702898b72c3b1c27
31.072138,121.661831,5,0.02396,7.188,,adfeb4eda87ac04ff24b2f34c11b97bb
31.327041,121.661258,6,0.01832,5.496,,8509e93d138de89d2f56f328afad6fc4
31.215428,121.660427,9,0.02814,8.442,,ab155bfafc8653f97a60c134d0a35817
31.215428,121.660427,9,0.02623,7.869,,63b6a3cd0a91185bf870dad83cceacc3
31.215428,121.660427,7,0.01625,4.875,,6baaf15f2da0b9f235eeacb3d29423d3
31.215428,121.660427,2,0.0256,7.68,,738a6d738faf8b777ba270f5da7aa342
31.214209,121.659493,7,0.01435,4.305,,5bdf48aa343e931cfadee73e8df0552b
31.214209,121.659493,8,0.01461,4.383,,da48366cc8114998da1cb7b5409671f4
31.214209,121.659493,6,0.01357,4.071,,cbf98570ee29f673e63149d367e7b839
31.214209,121.659493,3,0.02237,6.711,,2b0de18f9a7aefff854b5601af1c87d7
31.000658,121.659325,3,0.01391,4.173,,50ef244544415c242a7cc75eee502089
31.072213,121.658885,2,0.0195,5.85,,18e30e700627ac54d573398026589cb7
31.072213,121.658885,9,0.02615,7.845,,8ed09e9da4468ce6fae2c3036337a5f7
31.072213,121.658885,6,0.01549,4.647,,e4649a2c31811917ef614bd9549257be
31.072213,121.658885,2,0.02574,7.722,,891fccf0af22df9d5b0292f1e5b831d8
31.072213,121.658885,9,0.01652,4.956,,9720502b9bfacaeea02d9213c7bb0710
31.25901,121.65797,3,0.02737,8.211,,094cdc5e533cfcf979e434b4131bcd5e
31.25901,121.65797,3,0.01368,4.104,,7e7d72b212ef02827718e303ba3ff1ff
31.25901,121.65797,9,0.01589,4.767,,614244310225cf31ac23bdd53c905326
31.25901,121.65797,5,0.02802,8.406,,25b6fd47282696dde7667466375f0317
31.30835,121.657013,7,0.0175,5.25,,056f1f69e807896c5b83b08c9f0678b4
31.30835,121.657013,2,0.01518,4.554,,e6b907da400e454db62387d6ecb0e1c7
31.30835,121.657013,8,0.02297,6.891,,fd6d8735cba9dc0aac3107d6416d175a
31.30835,121.657013,8,0.02436,7.308,,7793a5ecb0538b0fc3a5f3312956fe1c
31.280867,121.656939,2,0.0124,3.72,,2be0a59783bdc80d1157c5f70d6e48dc
31.280867,121.656939,8,0.02569,7.707,,e201ca3a1f55b30b102644b16745a424
31.280867,121.656939,1,0.02408,7.224,,e617172493e324777d938dcef593486e
30.967591,121.656531,4,0.02269,6.807,,564cb1b3f8ce38306991bc92cc649609
30.967591,121.656531,1,0.02831,8.493,,1e7c73fc7dd28478efa20b0fb3ec1252
30.967591,121.656531,1,0.02389,7.167,,69ac52abc82d2a525e0120322ada335b
30.908583,121.656169,1,0.02397,7.191,,4a3c73df7518df226b09cd5569a6ee73
30.908583,121.656169,5,0.02078,6.234,,ebd880fa605796e37d494246bf354769
30.908583,121.656169,5,0.01118,3.354,,4792dc94530697888241a7a69e2d1b8b
30.908583,121.656169,3,0.02353,7.059,,96d638a79d34d7b0d68e27d62746b569
30.908583,121.656169,7,0.01043,3.129,,ee8cf64e9be9bfbe96be2782fe4c434e
30.908583,121.656169,2,0.02406,7.218,,b2cc759639e52fdd288d3a4c419a0e8e
31.318389,121.653955,7,0.01771,5.313,,b40c4000a3612ec3c1c44d3ac1a07422
31.235453,121.653548,5,0.02423,7.269,,3aa847acc572dfd7c0510b86fea02e3f
31.235453,121.653548,4,0.02565,7.695,,464cfac2edce2c5f2a13a40d9b3052a8
31.235453,121.653548,8,0.02688,8.064,,e06eddd500e69d6391ba7efd0e9d2ef3
31.235453,121.653548,5,0.02614,7.842,,7f47588b413687538080d9f8cd4964cc
31.232407,121.652986,7,0.0117,3.51,,01b8654a6cd3923fd506e11bdee723bb
31.030308,121.650922,3,0.02024,6.072,,a4f6f37e64daa83b9dbf2853160d82be
31.030308,121.650922,9,0.0182,5.46,,4f682ff53e5158fc99fbee1d68fe80f7
